"date","country","country_pt","operator","aircraft","total_survivors","description","year","total_fatalities","id","continent"
"01/13/1987","Ethiopia","Etiópia","Militar - Força Aérea Etíope","Antonov AN-12",54,"Caiu após decolar do Aeroporto Johannes IV após tentar retornar para um pouso de emergência. A tripulação comunicou que estavam com dificuldades técnicas três minutos após a decolagem. Ao tentar retornar ao aeroporto, o avião caiu. Mau funcionamento mecânico.","1987",54,3665,"África"
"02/05/1987","Cameroon","Camarões","Aero France","Learjet 55",11,"Caiu em uma montanha durante o trajeto.","1987",11,3669,"África"
"02/09/1987","Afghanistan","Afeganistão","Militar - Força Aérea Republicana Afegã","Antonov AN-26",36,"Abatido por um míssil Stinger pelos guerrilheiros afegãos.","1987",36,3671,"Ásia"
"03/06/1987","Kazakhstan","Cazaquistão","Aeroflot","Antonov An-26",9,"O avião de carga atingiu a encosta de uma montanha enquanto se preparava para a aproximação. O ATC não monitorou o avião por pelo menos 2 minutos depois de observar o avião tomando um curso errado. Quando o ATC tentou contatar o avião para informá-los do engano, a tripulação nunca respondeu porque as comunicações nas proximidades da montanha bloquearam o sinal.","1987",9,3674,"Europa"
"03/30/1987","Pakistan","Paquistão","Militar - Força Aérea Republicana Afegã","Antonov AN-26",40,"Abatido por um caça a jato F-16 do Paquistão disparando um míssil ar-ar.","1987",40,3678,"Ásia"
"04/02/1987","Norway","Noruega","Scanex Air","Beechcraft King Air C90",10,"Caiu na abordagem a 8 km de seu destino.","1987",10,3680,"Europa"
"04/04/1987","Indonesia","Indonésia","Garuda Indonesia Companhias Aéreas","McDonnell Douglas DC-9-32",45,"A aeronave caiu ao se aproximar durante uma forte chuva após atingir uma antena. Windshear.","1987",27,3681,"Ásia"
"10/04/1988","Russia","Rússia","Aeroflot","Antonov 12BP",6,"A tripulação do voo de carga decidiu por uma abordagem visual, ignorou o aviso do GPWS e voou para uma montanha.","1988",6,3685,"Ásia"
"05/08/1987","Puerto Rico","Porto Rico","Águia americana","CASA 212 Aviocar 200",6,"Manutenção inadequada na configuração do ângulo da lâmina de marcha lenta da hélice e fluxo de combustível do motor, resultando em perda de controle de uma condição de assimetripower. Um fator que contribuiu para o acidente foi a abordagem visual desestabilizada do piloto.","1987",2,3686,"América"
"05/09/1987","Poland","Polônia","LOT Polish Airlines","Ilyushin IL-62M",183,"O motor nº 2 falhou, causando um incêndio no motor, descompressão da cabine, danos ao motor nº 1, perda de controle do elevador e danos ao sistema elétrico. Não foi detectado incêndio no porão de carga devido a danos no sistema de alerta de incêndio. Ao tentar retornar a Varsóvia e tentar fazer uma curva para pousar, a aeronave colidiu com uma floresta, 9 milhas antes da pista. A causa da falha do motor foi um rolamento superaquecido. A aeronave foi nomeada Tadeusz Kosciuszko.","1987",183,3687,"Europa"
"05/23/1987","Indonesia","Indonésia","Merpati Nusantara Companhias Aéreas","de Havilland Canadá DHC-6 Twin Otter 300",8,"Caiu em uma vala ao tentar pousar em Ruteng.","1987",8,3691,"Ásia"
"05/25/1987","Indonesia","Indonésia","Missionary Aviation Fellowship","de Havilland Canadá DHC-6 Twin Otter 100",30,"Caiu em uma ravina ao tentar pousar.","1987",6,3692,"Ásia"
"05/30/1987","Germany","Alemanha","Travel Air Flug","Citação Cessna 501",4,"Bateu em uma antena. Um dos pilotos mortos neste acidente sobreviveu ao acidente da Pan International de 6 de setembro de 1971.","1987",2,3693,"Europa"
"06/11/1987","Afghanistan","Afeganistão","Bakhtar Afghan Airlines","Antonov AN-26",53,"Abatido pelas forças rebeldes com um míssil terra-ar.","1987",53,3695,"Ásia"
"06/18/1987","Peru","Peru","Militar - Força Aérea Peruana","Antonov AN-26",46,"Caiu em um desfiladeiro perto do rio Jerache durante o trajeto em um farol doméstico em condições climáticas adversas.","1987",46,3696,"América"
"07/24/1987","Switzerland","Suíça","Air Afrique","McDonnell Douglas DC-10-30",163,"Sequestrado durante a rota de Roma, Itália para Paris, França. O sequestrador matou um passageiro do sexo masculino quando o avião pousou no aeroporto de Cointrin, na Suíça, para reabastecer, após o que o avião foi atacado por seguranças.","1987",1,3701,"Europa"
"07/30/1987","Mexico","México","Belize Air International Ltd.","Boeing B-377 Stratofreighter",12,"O avião de carga caiu em uma estrada em um restaurante depois de decolar em condições climáticas adversas. Sobrecarregado. A carga mudou na decolagem.","1987",0,3702,"América"
"07/31/1987","Guatemala","Guatemala","DHL","Learjet 23A",3,"O avião de carga bateu em árvores enquanto tentava pousar. Falha do motor.","1987",2,3703,"América"
"08/04/1987","Chile","Chile","LAN","Boeing B-737-2A1",33,"O trem de pouso falhou depois que a aeronave pousou a 520 metros antes da pista, quebrou em dois e pegou fogo.","1987",2,3704,"América"
"08/18/1987","France","França","Oxaero Ltd.","Piper PA-31-350 Navajo",7,"Caiu em uma montanha.","1987",4,3707,"Europa"
"09/08/1987","Brazil","Brasil","Militar - Força Aérea Brasileira","Hawker Siddeley HS-125-403B",9,"Caiu durante a decolagem.","1987",9,3709,"América"
"09/13/1987","Afghanistan","Afeganistão","Aeroflot","Antonov AN-26",15,"Abatido por rebeldes afegãos ao se aproximar.","1987",15,3710,"Ásia"
"09/21/1987","Egypt","Egito","Ar egípcio","Airbus A.300B4-203",5,"O avião pousou muito longe na pista, ultrapassou a pista, atingiu as luzes da pista, passou por uma cerca e quebrou.","1987",5,3711,"África"
"10/11/1987","Myanmar","Myanmar","Burma Airways","Fokker F-27 Friendship 500",49,"A aeronave colidiu com uma crista a 1.500 pés sob forte chuva enquanto tentava pousar no aeroporto de Nyaung-U.","1987",49,3713,"Ásia"
"10/11/1987","Colombia","Colômbia","Aeroejecutivos Colômbia","de Havilland Canadá DHC-6 Twin Otter 310",9,"A aeronave caiu ao tentar fazer um pouso de emergência.","1987",2,3714,"América"
"10/15/1987","Italy","Itália","Aero Transporti Italiani","Aerospatiale Alenia ATR-42-312",37,"Logo após decolar de Milão e passar pelo FL147, a aeronave despencou e colidiu com uma montanha, em condições de gelo. Glacê das asas.","1987",37,3715,"Europa"
"10/19/1987","Russia","Rússia","MAPA","Antonov An-12B",9,"O avião invadiu a pista enquanto tentava decolar, colidiu com um prédio e foi destruído.","1987",9,3716,"Ásia"
"11/06/1987","Malawi","Malawi","Air Malawi","Shorts SC-7 Skyvan 3-100",10,"Abatido por rebeldes.","1987",10,3718,"África"
"11/10/1987","Canada","Canadá","Kenn Borek Air","de Havilland Canadá DHC-4A Caribou",4,"A falta de comunicação nas instalações de manutenção da empresa levou ao envio da aeronave com uma junta inadequada no motor correto e a consequente perda de óleo do motor. Um arremesso de motor único foi tentado quando a combinação de desempenho de motor único, uma base de nuvem baixa e terreno elevado em torno de uma área de operação confinada tornou incerto um ultrapassagem bem-sucedida. Os flaps foram totalmente retraídos antes que a velocidade mínima para o vôo monomotor na configuração de flap zero fosse atingida.","1987",2,3719,"América"
"11/27/1987","New Zealand","Nova Zelândia","Serviço de balsa Flynn","Cessna 208 Caravan I",2,"O avião de carga parou, girou e caiu no mar. Glacê. A aeronave não possuía nenhum equipamento de degelo de fuselagem.","1987",2,3722,"Oceânia"
"01/19/1988","Taiwan","Taiwan","Taiwan Companhias Aéreas","Britten-Norman BN-2A-26 Trislander",11,"Caiu nas montanhas.","1988",10,3723,"Ásia"
"12/03/1987","Rwanda","Ruanda","Cooper Skybird Air Charters","Cessna 404 Titan",14,"Caiu logo após a decolagem em uma área montanhosa remota.","1987",14,3727,"África"
"12/08/1987","Peru","Peru","Militar - Aviação Naval Peruana","Fokker F-27 Friendship 400M",43,"O avião foi observado durante um sobrevôo para verificar se o trem de pouso estava abaixado. Depois de tentar outra abordagem, a aeronave caiu no mar. Todos os integrantes do time de futebol Alianza Lima mortos. A falta de experiência dos pilotos em voos noturnos e a leitura incorreta do manual de procedimentos em situações de emergência.","1987",42,3729,"América"
"12/08/1987","Papua New Guinea","Papua Nova Guiné","Talair","Britten-Norman BN-2A-2 Islander",4,"Caiu na decolagem.","1987",1,3730,"Oceânia"
"12/14/1987","Brazil","Brasil","Militar - Força Aérea Brasileira","Lockheed C-130H",29,"Caiu no AtlantiOcean durante a rota por razões desconhecidas.","1987",29,3732,"América"
"12/21/1987","France","França","Air Littoral","Embraer 120 Brasília",16,"Caiu perto da pista e atingiu árvores no nevoeiro após ser desviado devido ao clima.","1987",16,3733,"Europa"
"01/02/1988","Turkey","Peru","Condor Flugdienst","Boeing B-737-230A",16,"A aeronave saiu da viga lateral do ILS e colidiu com uma colina ao se aproximar devido ao mau tempo. A tripulação usou o VOR e o ILS errados. Excesso de confiança do piloto e inatividade do co-piloto durante a abordagem.","1988",16,3739,"Europa"
"01/24/1988","Russia","Rússia","Aeroflot","Yakovlev YAK-40",31,"O avião morreu e caiu após uma perda de potência do motor na decolagem. Os aceleradores do motor foram reduzidos em uma fase crítica da decolagem por motivos indeterminados, provavelmente pela tripulação.","1988",27,3743,"Ásia"
"02/01/1988","Panama","Panamá","Fuerza Aérea Panamena","CASA 212 Aviocar 200",16,"Voou para uma montanha.","1988",16,3744,"América"
"02/08/1988","Germany","Alemanha","NFD - Nurnberger Flugdienst","Jurar SA.227AC Metro III",21,"O avião foi atingido por um raio e sofreu uma falha elétrica completa, após a qual a asa direita se quebrou durante uma descida incontrolável.","1988",21,3746,"Europa"
"02/27/1988","Russia","Rússia","Aeroflot","Tupolev TU-134A",51,"A aeronave fez um pouso forçado ao lado da pista, quebrou e pegou fogo. Erro de tripulação. O contato visual com a pista foi perdido quando a aeronave desceu até a altura de decisão.","1988",20,3748,"Ásia"
"02/27/1988","Cyprus","Chipre","Talia Airways","Boeing B-727-2H9A",15,"Caiu na montanha 20 kms ao L de Kyrenia, Turquia, durante a abordagem. Erro de tripulação. O piloto interrompeu a abordagem IFR e desceu ignorando as montanhas à frente. Percebendo seu erro, ele tentou escalar e virar à esquerda, mas atingiu a montanha.","1988",15,3749,"Europa"
"03/01/1988","South Africa","África do Sul","Commercial Airways (Comair)","Embraer 110P1 Bandeirante",17,"A aeronave caiu e queimou a 8 milhas do aeroporto Jan Smuts enquanto tentava pousar. Detonação de uma bomba composta por nitroglicerina e nitrato de amônio. Acredita-se que um mineiro que fez um seguro pesado para si mesmo tenha cometido suicídio.","1988",17,3750,"África"
"03/04/1988","France","França","Transporte Arien Transregional","Fairchild FH-227B",23,"Caiu após atingir cabos de energia ao fazer uma abordagem para Orly. Falha no sistema elétrico.","1988",23,3751,"Europa"
"03/31/1988","Egypt","Egito","Arax Companhias Aéreas","Douglas DC-8-55F",4,"Durante uma segunda tentativa de decolar, um motor do avião de carga falhou, causando a queda do avião no final da pista.","1988",4,3755,"África"
"04/05/1988","Cyprus","Chipre","Kuwait Airways","Boeing B-747-200",112,"Sequestro. Dois reféns mortos no chão.","1988",2,3756,"Europa"
"04/10/1988","Afghanistan","Afeganistão","Militar - Força Aérea Republicana Afegã","Antonov AN-26",29,"Abatido por guerrilheiros afegãos com um míssil antiaéreo.","1988",29,3757,"Ásia"
"04/12/1988","South Africa","África do Sul","United Airways","Douglas DC-3C",24,"O avião caiu após o incêndio no FL90 e uma descida de emergência. Um vazamento na bomba de reforço certa foi a fonte do incêndio.","1988",24,3758,"África"
"04/27/1988","Angola","Angola","Militar - Força Aérea Cubana","Antonov AN-26",29,"Abatido por um míssil terra-ar.","1988",29,3761,"África"
"10/07/1988","China","China","Shanxi Companhias Aéreas","Ilyushin IL-14P",46,"O avião turístico bateu em um hotel logo após a decolagem.","1988",42,3763,"Ásia"
"05/06/1988","Norway","Noruega","Flyveselksap de Wideroe","de Havilland Canadá DHC-7-102",36,"Caiu em uma encosta durante a abordagem em tempo de nevoeiro.","1988",36,3765,"Europa"
"05/26/1988","Costa Rica","Costa Rica","Aeronica","Douglas DC-6",6,"O avião de carga caiu.","1988",6,3768,"América"
"05/26/1988","Germany","Alemanha","Starair","Fokker F-27 Friendship 600",2,"Ao pousar, o avião de carga inclinou-se para uma volta, fazendo com que a carga se deslocasse e o avião perdesse o controle e caísse.","1988",2,3769,"Europa"
"06/03/1988","Ecuador","Equador","Sabreliner 40 da América do Norte","Militar - Força Aérea Ecudoriana",11,"Caiu nas montanhas.","1988",11,3770,"América"
"06/12/1988","Argentina","Argentina","Austral Lineas Aeras (Argentina)","McDonnell Douglas MD-81",22,"O avião caiu 3 milhas antes da pista com pouca visibilidade. Excesso de confiança da tripulação e planejamento incorreto em voo.","1988",22,3772,"América"
"06/26/1988","France","França","Ar francês","Airbus A320-111",136,"O avião estava programado para realizar uma série de sobrevôos em um show aéreo. O avião deveria descer a 100 pés de altitude com o trem de pouso e os flaps estendidos. A proteção automatigo-around (Alpha Floor Function) foi inibida para a manobra. Durante a manobra, o avião desceu 100 pés a uma altitude de 30 pés e atingiu árvores no final da pista. A aeronave foi totalmente destruída pelos sucessivos impactos e violentos incêndios que se seguiram. O piloto permitiu que a aeronave descesse 100 pés em baixa velocidade e ângulo de ataque máximo e demorou a aplicar a força de ataque. Falta de familiaridade da tripulação com o campo de pouso e falta de planejamento para o sobrevoo.","1988",3,3774,"Europa"
"07/06/1988","Colombia","Colômbia","Lineas Aéreas Suramericanas","Canadair CL-44J",8,"Pouco depois de decolar, a tripulação teve uma falha no motor nº 4 e um incêndio. Ao tentar retornar ao aeroporto, o controle foi perdido e o avião caiu.","1988",8,3776,"América"
"07/21/1988","Nigeria","Nigéria","Angola Air Charter","Boeing 707-328C",6,"Caiu na abordagem.","1988",6,3778,"África"
"08/02/1988","Bulgaria","Bulgária","Balkan Bulgarian Airlines","Yakovlev YAK-40",37,"Caiu na decolagem do aeroporto de Sophia a caminho de Varna. Incêndio durante o vôo. Possível erro da tripulação.","1988",28,3780,"Europa"
"08/02/1988","Iceland","Islândia","Geoterrex","CASA 212 Aviocar 200",3,"O avião, em um vôo de posicionamento, entrou em uma curva acentuada à direita, mergulhou e caiu perto da pista. Perda de controle da tripulação devido a grandes flutuações na saída de potência do motor direito causadas pela mudança de uma mola de velocidade instalada incorretamente no governador da hélice direito.","1988",3,3781,"Europa"
"08/17/1988","Pakistan","Paquistão","Militar - Força Aérea do Paquistão","Lockheed C-130B",30,"Caiu logo após decolar de Bahawalpur a 60 milhas perto da fronteira indiana. Ato de sabotagem. Detonação de um dispositivo explosivo de baixo nível ou gás incapacitante. O embaixador dos EUA no Paquistão, Arnold Raphel, 45, e Muhammad Zia ul-Haq 64, morto. Um relatório recente afirma que o acidente foi causado pela falha do sistema de controle do elevador devido a uma falha mecânica.","1988",30,3783,"Ásia"
"08/26/1988","Russia","Rússia","Aeroflot","Vamos 410MU",4,"A tripulação não conseguiu definir os altímetros para a configuração adequada durante o pouso. O avião desceu até entrar em contato com árvores, se separou e pegou fogo. A fadiga da tripulação foi um fator.","1988",4,3786,"Ásia"
"08/31/1988","Hong Kong","Hong Kong","CAAC","Hawker Siddeley HS-121 Trident 2E",89,"O flap externo direito do avião atingiu as luzes de aproximação da Pista 31. O trem de pouso principal direito colapsou e a aeronave saiu da pista para o porto.","1988",7,3788,"Ásia"
"08/31/1988","Mexico","México","Transporte Aéreo Federal","Embraer 110P1 Bandeirante",20,"O avião desapareceu após decolar de Uruapan. Naufrágios foram encontrados nas montanhas Sierre Madre a oeste.","1988",20,3789,"América"
"08/31/1988","Mexico","México","Aerocaribe","Convair CV-240",20,"Caiu durante a decolagem.","1988",1,3790,"América"
"09/09/1988","Thailand","Tailândia","Hang Khong (Vietnã)","Tupolev TU-134A",90,"A aeronave caiu durante a abordagem sob forte chuva e tempestades perto da pista. A tripulação desceu abaixo da altitude mínima enquanto estava sobre o marcador externo. O avião perdeu altura devido a um vento induzido por micro-explosão ao passar sob uma tempestade no final.","1988",76,3793,"Ásia"
"09/12/1988","Ecuador","Equador","TAME Equador","Lockheed L-188A Electra",7,"O vôo de posicionamento decolou com um motor ruim. Outro motor falhou e o avião caiu e pegou fogo.","1988",7,3794,"América"
"09/15/1988","Ethiopia","Etiópia","Ethiopian Airlines","Boeing B-737-230",104,"Durante a decolagem, a aeronave ingeriu vários pombos em ambos os motores. Um motor perdeu o empuxo quase imediatamente e o segundo perdeu o empuxo durante o retorno de emergência ao aeroporto. A aeronave caiu ao tentar pousar. Falha do motor devido à ingestão de 10-16 aves Columba Guiné.","1988",35,3796,"África"
"09/19/1988","Pakistan","Paquistão","Militar - Força Aérea Republicana Afegã","Antonov AN-26",34,"Abatido acidentalmente por fogo antiaéreo do Paquistão após se perder do espaço aéreo afegão.","1988",34,3797,"Ásia"
"10/17/1988","Italy","Itália","Uganda Companhias Aéreas","Boeing B-707-338C",52,"Risque a pista e acerte um prédio enquanto realiza uma terceira tentativa de pouso no nevoeiro. A falta de preparação adequada da tripulação no procedimento para uma aproximação de não precisão, especialmente na coordenação da tripulação, chamadas de altitude e sua descida contínua além do MDA sem ter localizado as marcações visuais da pista. Fadiga da tripulação.","1988",33,3800,"Europa"
"10/19/1988","India","Índia","Vayudoot","Fokker F-27 Friendship 100",34,"Caiu perto da pista. Voo controlado no terreno.","1988",34,3801,"Ásia"
"10/19/1988","India","Índia","Indian Airlines","Boeing B-737-2A8",129,"O avião atingiu um mastro elétrico, a 5 milhas da pista durante uma aproximação na neblina e pegou fogo.","1988",124,3802,"Ásia"
"10/25/1988","Peru","Peru","Aero Peru","Fokker F-28 Fellowship 1000",69,"Caiu logo após decolar do Manco Capaairport em Juliaca. O piloto tentou retornar à pista, mas caiu em uma atitude de nariz alto para cima em um pasto. O avião se partiu em dois e explodiu em chamas.","1988",12,3803,"América"
"11/02/1988","Poland","Polônia","LOT Polish Airlines","Antonov AN-24B",29,"O avião tentou fazer um pouso de emergência devido a uma falha no motor, bateu em uma vala e pegou fogo.","1988",1,3804,"Europa"
"11/14/1988","Finland","Finlândia","Wasa Wings","Embraer 110P1 Bandeirante",12,"A aeronave atingiu árvores a 2.400 pés próximas à pista ao se aproximar em condições climáticas adversas. Uma falha de energia fez com que toda a luz do aeroporto se apagasse.","1988",6,3806,"Europa"
"11/17/1988","France","França","JC Air","Cessna 441 Conquest",7,"Caiu na decolagem.","1988",7,3807,"Europa"
"11/18/1988","France","França","Air Littoral","Jurar SA-226TC Metro II",4,"Enquanto decolava, o nariz caiu, o avião desceu e caiu no chão e pegou fogo. Ativação inadvertida do Stall Avoidance System, resultando na ativação do empurrador do manche em uma altitude crucial.","1988",4,3808,"Europa"
"11/30/1988","Libya","Líbia","Aero Club Líbia","de Havilland Canadá DHC-6 Twin Otter 300",14,"Ao tentar pousar em meio a névoa e baixa visibilidade, a aeronave atingiu um poste e queimou.","1988",14,3809,"África"
"12/07/1988","Russia","Rússia","Aeroflot","Vamos 410UVP",14,"A aeronave atingiu o solo enquanto a tripulação estava na base de volta da perna. Erros de procedimento da tripulação. O aviso de rádio-altímetro não foi definido e o marcador externo não foi usado durante a aproximação.","1988",6,3810,"Ásia"
"12/08/1988","Mauritania","Mauritânia","T&G Aviation","Douglas DC-7CF",5,"Atingido acidentalmente por um míssil superfície-ar da Polisario.","1988",5,3811,"África"
"12/10/1988","Afghanistan","Afeganistão","Militar - Força Aérea Republicana Afegã","Antonov AN-32",25,"Abatido por um caça a jato paquistanês durante a viagem.","1988",25,3812,"Ásia"
"12/11/1988","Armenia","Armênia","Militar - Força Aérea Russa / Militar - Força Aérea Russa","Ilyushin IL-76 / Mi-8 (helicóptero)",83,"Uma colisão no ar ocorreu entre um transporte soviético em uma missão de socorro ao terremoto e um helicóptero militar Mi-8. Quando o transporte se aproximou para pousar na escuridão, atingiu o helicóptero. Setenta e sete dos 78 a bordo do transporte morreram. Todos os cinco a bordo do Mi-8 sobreviveram.","1988",77,3813,"Ásia"
"12/14/1988","Egypt","Egito","GAS Air","Boeing B-707-321C",8,"Depois de 2 abordagens erradas no Cairo, o avião desviou para Luxor, mas bateu em um bairro residencial enquanto tentava pousar. Aterrissagem forçada. Esgotamento de combustível.","1988",0,3814,"África"
"02/03/1989","Myanmar","Myanmar","Burma Airways","Fokker F-27 Friendship 600",29,"A aeronave entrou em um banco de névoa após decolar de Rangoon e atingiu uma árvore e pegou fogo.","1989",26,3823,"Ásia"
"02/06/1989","France","França","RAM","Vickers 952F Vanguard",3,"Após uma segunda tentativa de decolagem, o avião de carga inclinou-se para a direita até cair na água.","1989",3,3824,"Europa"
"02/09/1989","Romania","Romênia","Tarom","Tupolev 154B",5,"Caiu após experimentar falha do motor na decolagem.","1989",5,3826,"Europa"
"02/19/1989","Malaysia","Malásia","Flying Tiger Line","Boeing 747-249F",4,"O avião de carga desceu abaixo dos mínimos e atingiu árvores e uma colina. Fraseologia fora do padrão usada pelo ATC de Kuala Lumpur, fazendo com que a tripulação interpretasse mal as instruções.","1989",4,3827,"Ásia"
"02/25/1989","Honduras","Honduras","Albancion Circulo","Douglas DC-6",10,"Atingir terreno elevado a 27 km do aeroporto.","1989",10,3830,"América"
"03/10/1989","Peru","Peru","Aero Condor","Britten Norman BN-2A Trislander",10,"Caiu após atingir a torre de rádio durante a abordagem.","1989",10,3833,"América"
"03/21/1989","Brazil","Brasil","Transbrasil","Boeing B-707-349C",3,"O avião colidiu com casas durante uma aproximação íngreme. Erro de tripulação. Aproximação de alta velocidade. Estolagem profunda. Este foi o Boeing 707 usado no filme 'Airport' em 1970.","1989",0,3836,"América"
"04/10/1989","France","França","Europe Aero Service EAS","Fairchild FH-227B",22,"Depois de ser liberado em um rumo para Valence, a aeronave continuou em seu rumo atual até que atingiu uma montanha a 4.100 pés. Erro de tripulação. Erro de navegação. Voo controlado no terreno.","1989",22,3837,"Europa"
"04/19/1989","Colombia","Colômbia","SATENA","Pilatus PC-6 Turbo Porter",11,"Caiu durante o trajeto.","1989",11,3838,"América"
"04/26/1989","Colombia","Colômbia","Aerosucre Colômbia","Aérospatiale SE-210 Caravelle",5,"O deslocamento da carga após a decolagem faz com que o avião fique com o nariz empinado, pare e se choque contra as casas.","1989",5,3839,"América"
"05/05/1989","Mexico","México","Aero Cozumel","Britten Norman BN-2A Trislander II",19,"Caiu depois que o piloto comunicou pelo rádio que estava fazendo um pouso de emergência com problemas no motor.","1989",6,3840,"América"
"05/08/1989","Sweden","Suécia","Holmstoem Air","Beechcraft 99",16,"Durante a aproximação, o avião subiu, deu um mergulho íngreme e caiu perto da pista. Aeronave carregada incorretamente causando uma mudança no centro de gravidade.","1989",16,3842,"Europa"
"06/11/1989","Colombia","Colômbia","Aerotaca","de Havilland Canadá DHC-6 Twin Otter 300",22,"Caiu em uma montanha.","1989",6,3845,"América"
"06/17/1989","Germany","Alemanha","Interflug","Ilyushin IL-62MK",113,"O piloto abortou a decolagem na decolagem depois que foi descoberto que o leme e o elevador estavam emperrados. Quando foi dado o comando para aplicar o empuxo reverso, o engenheiro de vôo desligou os motores por engano. A aeronave ultrapassou a pista, colidiu com obstáculos e pegou fogo. Leme e elevador bloqueados.","1989",0,3847,"Europa"
"06/22/1989","Peru","Peru","Fuerza Aérea del Peru","de Havilland Canadá DHC-5D Buffalo",62,"Caiu na encosta de uma montanha nas remotas terras altas dos Andes logo após deixar San Ramon. Sobrecarregado.","1989",62,3849,"América"
"06/27/1989","Taiwan","Taiwan","Formosa Companhias Aéreas","Cessna 404 Titan Courier II",13,"Bateu em casas na decolagem e explodiu.","1989",12,3850,"Ásia"
"06/28/1989","Cameroon","Camarões","Camarões Companhias Aéreas","Hawker Siddeley HS-748-435 Srs. 2",47,"O avião pousou próximo à pista na terceira tentativa de pouso, ultrapassou a pista e colidiu com um aterro.","1989",3,3851,"África"
"06/28/1989","Somalia","Somália","Somali Airlines","Fokker F-27 Friendship 600RF",30,"Caiu após a decolagem. Abatido por um míssil terra-ar.","1989",30,3852,"África"
"07/23/1989","Afghanistan","Afeganistão","Militar - Força Aérea Republicana Afegã","Mil Mi-8 / Mil Mi-8",30,"Colisão no ar entre dois helicópteros.","1989",30,3859,"Ásia"
"07/26/1989","Angola","Angola","Militar - Força Aérea Angolana","Antonov AN-26",48,"Abatido por forças rebeldes ou fogo amigo. Um míssil atingiu um dos motores e o avião caiu ao tentar um pouso de emergência.","1989",42,3860,"África"
"07/27/1989","Libya","Líbia","Linhas Aéreas Coreanas","McDonnell Douglas DC-10-30",199,"A aeronave caiu perto da pista durante a aterrissagem no nevoeiro. Falha do capitão em pousar sem analisar os dados meteorológicos.","1989",0,3861,"África"
"07/31/1989","New Zealand","Nova Zelândia","Frete Aéreo Nova Zelândia","Convair CV-580",3,"A carga perdeu altitude logo após decolar e caiu e quebrou no porto de Manukau. Falha do capitão de treinamento em monitorar a trajetória de voo de subida da aeronave durante o estágio crítico da subida após a decolagem.","1989",3,3863,"Oceânia"
"08/03/1989","Greece","Grécia","OlympiAviation","Shorts 330-200",34,"Caiu no Monte. Kerkis com mau tempo após desvio do curso na aproximação. A tripulação estava voando VFR em condições IFR. A aeronave foi batizada de Ilha de Minos.","1989",34,3864,"Europa"
"08/07/1989","Ethiopia","Etiópia","RRC Air Service","de Havilland DHC-6 Twin Otter 300",16,"A aeronave decolou de Adis Abeba para ver quanta comida estava chegando à área afetada pela fome no oeste da Etiópia. O avião caiu em uma montanha em más condições climáticas a uma altitude de 3.600 pés. A tripulação voou para uma área de mau tempo a uma altitude muito baixa e não conseguiu manter contato visual com o solo. O representante dos EUA George Thomas 'Mickey' Leland, 45, morto.","1989",16,3865,"África"
"08/08/1989","New Zealand","Nova Zelândia","Aspring Air","Britten-Norman BN-2A-26 Trislander",10,"Caiu na cara de uma montanha. Indeterminado.","1989",10,3866,"Oceânia"
"08/25/1989","Pakistan","Paquistão","Paquistão International Airlines","Fokker F-27 Friendship 200",54,"Caiu nas montanhas do Himalaia na rota de Gilgit para Islamabad.","1989",54,3870,"Ásia"
"09/03/1989","Cuba","Cuba","Cubana de Aviacion","Ilyushin IL-62M",126,"A aeronave colidiu com torres de navegação e casas residenciais logo após a decolagem sob chuva forte e ventos fortes. Decisão de voar após uma deterioração abrupta das condições meteorológicas.","1989",0,3872,"América"
"09/03/1989","Brazil","Brasil","Varig","Boeing B-737-241",54,"A aeronave ficou sem combustível devido a um erro de navegação e caiu na selva. A tripulação inseriu um rumo de 027 graus em vez de 270 no computador de vôo. Embora o vôo de Marabá para Belém devesse durar 45 minutos, depois de duas horas, o comandante ainda achava que estava voando na direção certa. O curso foi finalmente corrigido, mas o avião ficou sem combustível e caiu na selva.","1989",13,3873,"América"
"09/08/1989","Denmark","Dinamarca","Partnair","Convair CV-580",55,"A aeronave caiu no mar após uma ruptura durante o vôo. Vibrações severas causadas por parafusos gastos, fazendo com que o leme emperre e a cauda desmorone. Os parafusos usados para prender a barbatana à fuselagem foram considerados falsificados e gastaram muito mais rápido do que os parafusos genuínos.","1989",55,3874,"Europa"
"09/15/1989","Indonesia","Indonésia","Merpati Nusantara Companhias Aéreas","de Havilland Canadá DHC-6 Twin Otter 300",22,"Caiu ao fazer uma abordagem.","1989",22,3875,"Ásia"
"09/23/1989","India","Índia","Vayudoot","Dornier Do-288-201",11,"Explodiu no ar e caiu durante uma tempestade e chuva forte.","1989",11,3882,"Ásia"
"09/26/1989","Canada","Canadá","Skylink Companhias Aéreas","Jurar SA.227AC Metro III",7,"O avião atingiu árvores, perdendo parte de uma asa após iniciar uma volta.","1989",7,3883,"América"
"09/28/1989","Ukraine","Ucrânia","MAPA","Antonov An-32",9,"A falha do piloto automático fez com que o avião entrasse em uma descida em espiral. As tentativas de retirar o avião fizeram com que a aeronave se quebrasse no ar e se chocasse contra um pântano.","1989",9,3886,"Europa"
"10/10/1989","Peru","Peru","TAUSA","Utililiner Cessna 402C",12,"Caiu na montanha após a decolagem.","1989",12,3889,"América"
"10/20/1989","Russia","Rússia","Aeroflot","Ilyushin IL-76TD",25,"Desceu abaixo dos mínimos e atingiu uma montanha. Não atendeu aos avisos do GPWS. Altímetro configurado incorretamente.","1989",25,3891,"Ásia"
